entity,group,value,sequence,variable,unit
G1_04,Group 1,100.020,1,demo_measurement,unit
G1_04,Group 1,102.284,2,demo_measurement,unit
G1_04,Group 1,111.741,3,demo_measurement,unit
G1_04,Group 1,95.547,4,demo_measurement,unit
G1_04,Group 1,105.468,5,demo_measurement,unit
G1_04,Group 1,89.959,6,demo_measurement,unit
G1_04,Group 1,100.608,7,demo_measurement,unit
G1_04,Group 1,103.607,8,demo_measurement,unit
G1_04,Group 1,81.642,9,demo_measurement,unit
G1_04,Group 1,98.038,10,demo_measurement,unit
G1_04,Group 1,109.084,11,demo_measurement,unit
G1_04,Group 1,86.934,12,demo_measurement,unit
G1_04,Group 1,113.826,13,demo_measurement,unit
G1_04,Group 1,67.781,14,demo_measurement,unit
G1_04,Group 1,86.358,15,demo_measurement,unit
G1_04,Group 1,128.717,16,demo_measurement,unit
G1_04,Group 1,119.057,17,demo_measurement,unit
G1_04,Group 1,118.765,18,demo_measurement,unit
G1_04,Group 1,106.500,19,demo_measurement,unit
G1_04,Group 1,82.281,20,demo_measurement,unit
G1_04,Group 1,127.048,21,demo_measurement,unit
G1_04,Group 1,96.459,22,demo_measurement,unit
G1_04,Group 1,87.081,23,demo_measurement,unit
G1_04,Group 1,95.976,24,demo_measurement,unit
G1_04,Group 1,100.786,25,demo_measurement,unit
G1_04,Group 1,100.832,26,demo_measurement,unit
G1_04,Group 1,100.826,27,demo_measurement,unit
G1_04,Group 1,106.671,28,demo_measurement,unit
G1_04,Group 1,82.942,29,demo_measurement,unit
G1_04,Group 1,89.737,30,demo_measurement,unit
G1_04,Group 1,85.231,31,demo_measurement,unit
G1_04,Group 1,103.762,32,demo_measurement,unit
G1_04,Group 1,89.217,33,demo_measurement,unit
G1_04,Group 1,98.360,34,demo_measurement,unit
G1_04,Group 1,97.369,35,demo_measurement,unit
G1_04,Group 1,82.628,36,demo_measurement,unit
G1_04,Group 1,113.395,37,demo_measurement,unit
G1_04,Group 1,81.967,38,demo_measurement,unit
G1_04,Group 1,101.035,39,demo_measurement,unit
G1_04,Group 1,83.715,40,demo_measurement,unit
G1_04,Group 1,99.357,41,demo_measurement,unit
G1_04,Group 1,105.011,42,demo_measurement,unit
G1_04,Group 1,103.682,43,demo_measurement,unit
G1_04,Group 1,99.803,44,demo_measurement,unit
G1_04,Group 1,111.657,45,demo_measurement,unit
G1_04,Group 1,109.815,46,demo_measurement,unit
G1_04,Group 1,97.740,47,demo_measurement,unit
G1_04,Group 1,110.817,48,demo_measurement,unit
G1_04,Group 1,80.802,49,demo_measurement,unit
G1_04,Group 1,113.805,50,demo_measurement,unit
G1_05,Group 1,91.065,1,demo_measurement,unit
G1_05,Group 1,104.536,2,demo_measurement,unit
G1_05,Group 1,93.992,3,demo_measurement,unit
G1_05,Group 1,96.460,4,demo_measurement,unit
G1_05,Group 1,79.782,5,demo_measurement,unit
G1_05,Group 1,108.121,6,demo_measurement,unit
G1_05,Group 1,95.620,7,demo_measurement,unit
G1_05,Group 1,51.657,8,demo_measurement,unit
G1_05,Group 1,84.007,9,demo_measurement,unit
G1_05,Group 1,97.236,10,demo_measurement,unit
G1_05,Group 1,87.637,11,demo_measurement,unit
G1_05,Group 1,94.545,12,demo_measurement,unit
G1_05,Group 1,114.569,13,demo_measurement,unit
G1_05,Group 1,98.348,14,demo_measurement,unit
G1_05,Group 1,102.553,15,demo_measurement,unit
G1_05,Group 1,95.595,16,demo_measurement,unit
G1_05,Group 1,109.060,17,demo_measurement,unit
G1_05,Group 1,98.608,18,demo_measurement,unit
G1_05,Group 1,98.924,19,demo_measurement,unit
G1_05,Group 1,111.044,20,demo_measurement,unit
G1_05,Group 1,97.976,21,demo_measurement,unit
G1_05,Group 1,88.739,22,demo_measurement,unit
G1_05,Group 1,91.697,23,demo_measurement,unit
G1_05,Group 1,104.291,24,demo_measurement,unit
G1_05,Group 1,107.515,25,demo_measurement,unit
G1_05,Group 1,109.276,26,demo_measurement,unit
G1_05,Group 1,100.351,27,demo_measurement,unit
G1_05,Group 1,85.686,28,demo_measurement,unit
G1_05,Group 1,81.270,29,demo_measurement,unit
G1_05,Group 1,92.901,30,demo_measurement,unit
G1_05,Group 1,101.241,31,demo_measurement,unit
G1_05,Group 1,86.426,32,demo_measurement,unit
G1_05,Group 1,88.795,33,demo_measurement,unit
G1_05,Group 1,92.780,34,demo_measurement,unit
G1_05,Group 1,109.649,35,demo_measurement,unit
G1_05,Group 1,97.256,36,demo_measurement,unit
G1_05,Group 1,108.640,37,demo_measurement,unit
G1_05,Group 1,109.478,38,demo_measurement,unit
G1_05,Group 1,120.205,39,demo_measurement,unit
G1_05,Group 1,86.778,40,demo_measurement,unit
G1_05,Group 1,84.823,41,demo_measurement,unit
G1_05,Group 1,90.466,42,demo_measurement,unit
G1_05,Group 1,113.849,43,demo_measurement,unit
G1_05,Group 1,93.823,44,demo_measurement,unit
G1_05,Group 1,93.007,45,demo_measurement,unit
G1_05,Group 1,91.863,46,demo_measurement,unit
G1_05,Group 1,107.061,47,demo_measurement,unit
G1_05,Group 1,120.147,48,demo_measurement,unit
G1_05,Group 1,88.464,49,demo_measurement,unit
G1_05,Group 1,98.677,50,demo_measurement,unit
G1_06,Group 1,101.192,1,demo_measurement,unit
G1_06,Group 1,117.686,2,demo_measurement,unit
G1_06,Group 1,92.811,3,demo_measurement,unit
G1_06,Group 1,93.448,4,demo_measurement,unit
G1_06,Group 1,87.780,5,demo_measurement,unit
G1_06,Group 1,100.323,6,demo_measurement,unit
G1_06,Group 1,93.571,7,demo_measurement,unit
G1_06,Group 1,97.412,8,demo_measurement,unit
G1_06,Group 1,90.560,9,demo_measurement,unit
G1_06,Group 1,111.341,10,demo_measurement,unit
G1_06,Group 1,101.140,11,demo_measurement,unit
G1_06,Group 1,78.852,12,demo_measurement,unit
G1_06,Group 1,94.228,13,demo_measurement,unit
G1_06,Group 1,98.534,14,demo_measurement,unit
G1_06,Group 1,79.742,15,demo_measurement,unit
G1_06,Group 1,91.507,16,demo_measurement,unit
G1_06,Group 1,111.584,17,demo_measurement,unit
G1_06,Group 1,83.925,18,demo_measurement,unit
G1_06,Group 1,92.995,19,demo_measurement,unit
G1_06,Group 1,80.972,20,demo_measurement,unit
G1_06,Group 1,103.033,21,demo_measurement,unit
G1_06,Group 1,114.583,22,demo_measurement,unit
G1_06,Group 1,84.630,23,demo_measurement,unit
G1_06,Group 1,102.834,24,demo_measurement,unit
G1_06,Group 1,105.156,25,demo_measurement,unit
G1_06,Group 1,90.444,26,demo_measurement,unit
G1_06,Group 1,107.025,27,demo_measurement,unit
G1_06,Group 1,96.791,28,demo_measurement,unit
G1_06,Group 1,106.309,29,demo_measurement,unit
G1_06,Group 1,96.858,30,demo_measurement,unit
G1_06,Group 1,80.815,31,demo_measurement,unit
G1_06,Group 1,103.409,32,demo_measurement,unit
G1_06,Group 1,106.430,33,demo_measurement,unit
G1_06,Group 1,97.183,34,demo_measurement,unit
G1_06,Group 1,96.580,35,demo_measurement,unit
G1_06,Group 1,94.324,36,demo_measurement,unit
G1_06,Group 1,94.668,37,demo_measurement,unit
G1_06,Group 1,90.227,38,demo_measurement,unit
G1_06,Group 1,93.174,39,demo_measurement,unit
G1_06,Group 1,130.098,40,demo_measurement,unit
G1_06,Group 1,118.732,41,demo_measurement,unit
G1_06,Group 1,99.632,42,demo_measurement,unit
G1_06,Group 1,96.634,43,demo_measurement,unit
G1_06,Group 1,112.318,44,demo_measurement,unit
G1_06,Group 1,109.246,45,demo_measurement,unit
G1_06,Group 1,102.182,46,demo_measurement,unit
G1_06,Group 1,103.029,47,demo_measurement,unit
G1_06,Group 1,108.749,48,demo_measurement,unit
G1_06,Group 1,104.646,49,demo_measurement,unit
G1_06,Group 1,90.913,50,demo_measurement,unit
G1_07,Group 1,86.099,1,demo_measurement,unit
G1_07,Group 1,94.530,2,demo_measurement,unit
G1_07,Group 1,111.238,3,demo_measurement,unit
G1_07,Group 1,94.934,4,demo_measurement,unit
G1_07,Group 1,106.811,5,demo_measurement,unit
G1_07,Group 1,115.355,6,demo_measurement,unit
G1_07,Group 1,90.238,7,demo_measurement,unit
G1_07,Group 1,112.776,8,demo_measurement,unit
G1_07,Group 1,93.809,9,demo_measurement,unit
G1_07,Group 1,112.538,10,demo_measurement,unit
G1_07,Group 1,104.998,11,demo_measurement,unit
G1_07,Group 1,97.568,12,demo_measurement,unit
G1_07,Group 1,103.632,13,demo_measurement,unit
G1_07,Group 1,89.837,14,demo_measurement,unit
G1_07,Group 1,111.462,15,demo_measurement,unit
G1_07,Group 1,105.798,16,demo_measurement,unit
G1_07,Group 1,94.458,17,demo_measurement,unit
G1_07,Group 1,95.058,18,demo_measurement,unit
G1_07,Group 1,91.715,19,demo_measurement,unit
G1_07,Group 1,90.448,20,demo_measurement,unit
G1_07,Group 1,105.651,21,demo_measurement,unit
G1_07,Group 1,97.379,22,demo_measurement,unit
G1_07,Group 1,98.592,23,demo_measurement,unit
G1_07,Group 1,91.529,24,demo_measurement,unit
G1_07,Group 1,99.775,25,demo_measurement,unit
G1_07,Group 1,123.087,26,demo_measurement,unit
G1_07,Group 1,122.634,27,demo_measurement,unit
G1_07,Group 1,101.516,28,demo_measurement,unit
G1_07,Group 1,118.556,29,demo_measurement,unit
G1_07,Group 1,94.150,30,demo_measurement,unit
G1_07,Group 1,117.451,31,demo_measurement,unit
G1_07,Group 1,70.154,32,demo_measurement,unit
G1_07,Group 1,94.973,33,demo_measurement,unit
G1_07,Group 1,90.603,34,demo_measurement,unit
G1_07,Group 1,98.696,35,demo_measurement,unit
G1_07,Group 1,108.845,36,demo_measurement,unit
G1_07,Group 1,98.294,37,demo_measurement,unit
G1_07,Group 1,97.145,38,demo_measurement,unit
G1_07,Group 1,89.650,39,demo_measurement,unit
G1_07,Group 1,105.913,40,demo_measurement,unit
G1_07,Group 1,84.079,41,demo_measurement,unit
G1_07,Group 1,108.233,42,demo_measurement,unit
G1_07,Group 1,97.851,43,demo_measurement,unit
G1_07,Group 1,78.931,44,demo_measurement,unit
G1_07,Group 1,107.284,45,demo_measurement,unit
G1_07,Group 1,109.212,46,demo_measurement,unit
G1_07,Group 1,89.241,47,demo_measurement,unit
G1_07,Group 1,89.000,48,demo_measurement,unit
G1_07,Group 1,118.242,49,demo_measurement,unit
G1_07,Group 1,112.401,50,demo_measurement,unit
G1_08,Group 1,112.178,1,demo_measurement,unit
G1_08,Group 1,79.628,2,demo_measurement,unit
G1_08,Group 1,105.663,3,demo_measurement,unit
G1_08,Group 1,84.725,4,demo_measurement,unit
G1_08,Group 1,110.782,5,demo_measurement,unit
G1_08,Group 1,102.652,6,demo_measurement,unit
G1_08,Group 1,99.121,7,demo_measurement,unit
G1_08,Group 1,83.266,8,demo_measurement,unit
G1_08,Group 1,103.730,9,demo_measurement,unit
G1_08,Group 1,100.075,10,demo_measurement,unit
G1_08,Group 1,105.619,11,demo_measurement,unit
G1_08,Group 1,98.448,12,demo_measurement,unit
G1_08,Group 1,108.899,13,demo_measurement,unit
G1_08,Group 1,78.839,14,demo_measurement,unit
G1_08,Group 1,116.498,15,demo_measurement,unit
G1_08,Group 1,100.116,16,demo_measurement,unit
G1_08,Group 1,100.393,17,demo_measurement,unit
G1_08,Group 1,87.019,18,demo_measurement,unit
G1_08,Group 1,110.999,19,demo_measurement,unit
G1_08,Group 1,97.072,20,demo_measurement,unit
G1_08,Group 1,86.827,21,demo_measurement,unit
G1_08,Group 1,114.425,22,demo_measurement,unit
G1_08,Group 1,97.727,23,demo_measurement,unit
G1_08,Group 1,105.039,24,demo_measurement,unit
G1_08,Group 1,104.741,25,demo_measurement,unit
G1_08,Group 1,102.161,26,demo_measurement,unit
G1_08,Group 1,93.243,27,demo_measurement,unit
G1_08,Group 1,97.686,28,demo_measurement,unit
G1_08,Group 1,106.442,29,demo_measurement,unit
G1_08,Group 1,111.272,30,demo_measurement,unit
G1_08,Group 1,91.374,31,demo_measurement,unit
G1_08,Group 1,122.539,32,demo_measurement,unit
G1_08,Group 1,90.053,33,demo_measurement,unit
G1_08,Group 1,120.811,34,demo_measurement,unit
G1_08,Group 1,92.315,35,demo_measurement,unit
G1_08,Group 1,94.344,36,demo_measurement,unit
G1_08,Group 1,108.892,37,demo_measurement,unit
G1_08,Group 1,118.360,38,demo_measurement,unit
G1_08,Group 1,82.166,39,demo_measurement,unit
G1_08,Group 1,95.572,40,demo_measurement,unit
G1_08,Group 1,113.216,41,demo_measurement,unit
G1_08,Group 1,101.496,42,demo_measurement,unit
G1_08,Group 1,88.533,43,demo_measurement,unit
G1_08,Group 1,91.057,44,demo_measurement,unit
G1_08,Group 1,89.972,45,demo_measurement,unit
G1_08,Group 1,94.509,46,demo_measurement,unit
G1_08,Group 1,101.429,47,demo_measurement,unit
G1_08,Group 1,102.963,48,demo_measurement,unit
G1_08,Group 1,95.535,49,demo_measurement,unit
G1_08,Group 1,110.941,50,demo_measurement,unit
G1_09,Group 1,102.361,1,demo_measurement,unit
G1_09,Group 1,100.720,2,demo_measurement,unit
G1_09,Group 1,89.865,3,demo_measurement,unit
G1_09,Group 1,103.180,4,demo_measurement,unit
G1_09,Group 1,106.076,5,demo_measurement,unit
G1_09,Group 1,114.550,6,demo_measurement,unit
G1_09,Group 1,110.055,7,demo_measurement,unit
G1_09,Group 1,116.648,8,demo_measurement,unit
G1_09,Group 1,85.692,9,demo_measurement,unit
G1_09,Group 1,88.814,10,demo_measurement,unit
G1_09,Group 1,116.960,11,demo_measurement,unit
G1_09,Group 1,76.166,12,demo_measurement,unit
G1_09,Group 1,96.233,13,demo_measurement,unit
G1_09,Group 1,107.257,14,demo_measurement,unit
G1_09,Group 1,82.095,15,demo_measurement,unit
G1_09,Group 1,95.237,16,demo_measurement,unit
G1_09,Group 1,78.270,17,demo_measurement,unit
G1_09,Group 1,96.996,18,demo_measurement,unit
G1_09,Group 1,95.524,19,demo_measurement,unit
G1_09,Group 1,116.536,20,demo_measurement,unit
G1_09,Group 1,89.483,21,demo_measurement,unit
G1_09,Group 1,80.552,22,demo_measurement,unit
G1_09,Group 1,109.782,23,demo_measurement,unit
G1_09,Group 1,118.704,24,demo_measurement,unit
G1_09,Group 1,98.563,25,demo_measurement,unit
G1_09,Group 1,100.424,26,demo_measurement,unit
G1_09,Group 1,105.656,27,demo_measurement,unit
G1_09,Group 1,104.453,28,demo_measurement,unit
G1_09,Group 1,103.252,29,demo_measurement,unit
G1_09,Group 1,96.956,30,demo_measurement,unit
G1_09,Group 1,98.749,31,demo_measurement,unit
G1_09,Group 1,108.693,32,demo_measurement,unit
G1_09,Group 1,102.087,33,demo_measurement,unit
G1_09,Group 1,94.991,34,demo_measurement,unit
G1_09,Group 1,82.260,35,demo_measurement,unit
G1_09,Group 1,75.845,36,demo_measurement,unit
G1_09,Group 1,96.218,37,demo_measurement,unit
G1_09,Group 1,95.514,38,demo_measurement,unit
G1_09,Group 1,84.991,39,demo_measurement,unit
G1_09,Group 1,106.404,40,demo_measurement,unit
G1_09,Group 1,123.752,41,demo_measurement,unit
G1_09,Group 1,85.590,42,demo_measurement,unit
G1_09,Group 1,95.786,43,demo_measurement,unit
G1_09,Group 1,103.699,44,demo_measurement,unit
G1_09,Group 1,87.150,45,demo_measurement,unit
G1_09,Group 1,88.253,46,demo_measurement,unit
G1_09,Group 1,98.189,47,demo_measurement,unit
G1_09,Group 1,113.663,48,demo_measurement,unit
G1_09,Group 1,89.374,49,demo_measurement,unit
G1_09,Group 1,121.366,50,demo_measurement,unit
G1_10,Group 1,100.236,1,demo_measurement,unit
G1_10,Group 1,113.455,2,demo_measurement,unit
G1_10,Group 1,115.834,3,demo_measurement,unit
G1_10,Group 1,106.047,4,demo_measurement,unit
G1_10,Group 1,90.871,5,demo_measurement,unit
G1_10,Group 1,114.574,6,demo_measurement,unit
G1_10,Group 1,140.039,7,demo_measurement,unit
G1_10,Group 1,116.757,8,demo_measurement,unit
G1_10,Group 1,70.792,9,demo_measurement,unit
G1_10,Group 1,110.892,10,demo_measurement,unit
G1_10,Group 1,102.866,11,demo_measurement,unit
G1_10,Group 1,87.009,12,demo_measurement,unit
G1_10,Group 1,116.237,13,demo_measurement,unit
G1_10,Group 1,114.132,14,demo_measurement,unit
G1_10,Group 1,97.607,15,demo_measurement,unit
G1_10,Group 1,102.145,16,demo_measurement,unit
G1_10,Group 1,69.985,17,demo_measurement,unit
G1_10,Group 1,94.249,18,demo_measurement,unit
G1_10,Group 1,109.593,19,demo_measurement,unit
G1_10,Group 1,82.389,20,demo_measurement,unit
G1_10,Group 1,82.282,21,demo_measurement,unit
G1_10,Group 1,99.506,22,demo_measurement,unit
G1_10,Group 1,96.805,23,demo_measurement,unit
G1_10,Group 1,94.774,24,demo_measurement,unit
G1_10,Group 1,93.013,25,demo_measurement,unit
G1_10,Group 1,113.072,26,demo_measurement,unit
G1_10,Group 1,95.693,27,demo_measurement,unit
G1_10,Group 1,100.936,28,demo_measurement,unit
G1_10,Group 1,123.294,29,demo_measurement,unit
G1_10,Group 1,103.033,30,demo_measurement,unit
G1_10,Group 1,84.661,31,demo_measurement,unit
G1_10,Group 1,114.491,32,demo_measurement,unit
G1_10,Group 1,88.537,33,demo_measurement,unit
G1_10,Group 1,106.993,34,demo_measurement,unit
G1_10,Group 1,110.675,35,demo_measurement,unit
G1_10,Group 1,98.378,36,demo_measurement,unit
G1_10,Group 1,101.326,37,demo_measurement,unit
G1_10,Group 1,114.617,38,demo_measurement,unit
G1_10,Group 1,107.320,39,demo_measurement,unit
G1_10,Group 1,102.507,40,demo_measurement,unit
G1_10,Group 1,110.842,41,demo_measurement,unit
G1_10,Group 1,98.926,42,demo_measurement,unit
G1_10,Group 1,97.398,43,demo_measurement,unit
G1_10,Group 1,89.537,44,demo_measurement,unit
G1_10,Group 1,86.041,45,demo_measurement,unit
G1_10,Group 1,105.034,46,demo_measurement,unit
G1_10,Group 1,97.948,47,demo_measurement,unit
G1_10,Group 1,102.693,48,demo_measurement,unit
G1_10,Group 1,95.744,49,demo_measurement,unit
G1_10,Group 1,101.680,50,demo_measurement,unit
G1_11,Group 1,112.426,1,demo_measurement,unit
G1_11,Group 1,93.191,2,demo_measurement,unit
G1_11,Group 1,77.643,3,demo_measurement,unit
G1_11,Group 1,83.191,4,demo_measurement,unit
G1_11,Group 1,97.617,5,demo_measurement,unit
G1_11,Group 1,84.923,6,demo_measurement,unit
G1_11,Group 1,77.141,7,demo_measurement,unit
G1_11,Group 1,117.080,8,demo_measurement,unit
G1_11,Group 1,97.308,9,demo_measurement,unit
G1_11,Group 1,111.351,10,demo_measurement,unit
G1_11,Group 1,97.088,11,demo_measurement,unit
G1_11,Group 1,97.930,12,demo_measurement,unit
G1_11,Group 1,109.741,13,demo_measurement,unit
G1_11,Group 1,104.291,14,demo_measurement,unit
G1_11,Group 1,101.103,15,demo_measurement,unit
G1_11,Group 1,101.998,16,demo_measurement,unit
G1_11,Group 1,94.733,17,demo_measurement,unit
G1_11,Group 1,108.526,18,demo_measurement,unit
G1_11,Group 1,96.506,19,demo_measurement,unit
G1_11,Group 1,83.884,20,demo_measurement,unit
G1_11,Group 1,115.670,21,demo_measurement,unit
G1_11,Group 1,83.167,22,demo_measurement,unit
G1_11,Group 1,93.013,23,demo_measurement,unit
G1_11,Group 1,92.215,24,demo_measurement,unit
G1_11,Group 1,98.244,25,demo_measurement,unit
G1_11,Group 1,112.947,26,demo_measurement,unit
G1_11,Group 1,105.845,27,demo_measurement,unit
G1_11,Group 1,95.931,28,demo_measurement,unit
G1_11,Group 1,98.084,29,demo_measurement,unit
G1_11,Group 1,107.646,30,demo_measurement,unit
G1_11,Group 1,94.475,31,demo_measurement,unit
G1_11,Group 1,119.865,32,demo_measurement,unit
G1_11,Group 1,98.063,33,demo_measurement,unit
G1_11,Group 1,91.008,34,demo_measurement,unit
G1_11,Group 1,106.142,35,demo_measurement,unit
G1_11,Group 1,107.447,36,demo_measurement,unit
G1_11,Group 1,100.285,37,demo_measurement,unit
