entity,group,value,sequence,variable,unit
P014,A,98.9027021047,1,outcome,unit
P014,A,99.3256538493,2,outcome,unit
P014,A,99.7242510548,3,outcome,unit
P014,A,99.7603536792,4,outcome,unit
P014,A,98.3815927516,5,outcome,unit
P014,A,98.5671439588,6,outcome,unit
P014,B,101.623995251,1,outcome,unit
P014,B,100.529564877,2,outcome,unit
P014,B,101.928045221,3,outcome,unit
P014,B,100.889632553,4,outcome,unit
P014,B,100.341301908,5,outcome,unit
P014,B,101.24154152,6,outcome,unit
P015,A,98.2831096202,1,outcome,unit
P015,A,102.141559789,2,outcome,unit
P015,A,100.778505735,3,outcome,unit
P015,A,99.9696050997,4,outcome,unit
P015,A,99.4002195214,5,outcome,unit
P015,A,100.150015173,6,outcome,unit
P015,B,102.834151344,1,outcome,unit
P015,B,100.841961643,2,outcome,unit
P015,B,100.864708182,3,outcome,unit
P015,B,102.649588883,4,outcome,unit
P015,B,101.473322698,5,outcome,unit
P015,B,103.298333008,6,outcome,unit
P016,A,101.198536446,1,outcome,unit
P016,A,100.382335355,2,outcome,unit
P016,A,101.054286291,3,outcome,unit
P016,A,100.073236226,4,outcome,unit
P016,A,101.108082965,5,outcome,unit
P016,A,100.26008683,6,outcome,unit
P016,B,101.227683643,1,outcome,unit
P016,B,100.595748913,2,outcome,unit
P016,B,104.721649159,3,outcome,unit
P016,B,101.735727363,4,outcome,unit
P016,B,104.242919375,5,outcome,unit
P016,B,102.041272393,6,outcome,unit
P017,A,101.480871247,1,outcome,unit
P017,A,100.7339243,2,outcome,unit
P017,A,101.501798337,3,outcome,unit
P017,A,100.235445141,4,outcome,unit
P017,A,100.942039448,5,outcome,unit
P017,A,102.53432668,6,outcome,unit
P017,B,101.956469996,1,outcome,unit
P017,B,101.277404962,2,outcome,unit
P017,B,104.168306318,3,outcome,unit
P017,B,102.829782389,4,outcome,unit
P017,B,102.577873643,5,outcome,unit
P017,B,103.787774193,6,outcome,unit
P018,A,99.1629621855,1,outcome,unit
P018,A,96.4381440707,2,outcome,unit
P018,A,99.2995867563,3,outcome,unit
P018,A,99.0290593478,4,outcome,unit
P018,A,100.190444277,5,outcome,unit
P018,A,99.8800642266,6,outcome,unit
P018,B,99.0666320337,1,outcome,unit
P018,B,103.769059401,2,outcome,unit
P018,B,102.688701445,3,outcome,unit
P018,B,101.663148139,4,outcome,unit
P018,B,101.281271638,5,outcome,unit
P018,B,103.700876062,6,outcome,unit
P019,A,100.096902327,1,outcome,unit
P019,A,99.4917825071,2,outcome,unit
P019,A,99.8665323751,3,outcome,unit
P019,A,100.90642715,4,outcome,unit
P019,A,98.9083027122,5,outcome,unit
P019,A,101.90667853,6,outcome,unit
P019,B,102.770918009,1,outcome,unit
P019,B,103.418764738,2,outcome,unit
P019,B,100.521163246,3,outcome,unit
P019,B,103.169804737,4,outcome,unit
P019,B,102.225583525,5,outcome,unit
P019,B,103.815936592,6,outcome,unit
P020,A,102.097542546,1,outcome,unit
P020,A,100.668283509,2,outcome,unit
P020,A,99.4164255543,3,outcome,unit
P020,A,99.6043852954,4,outcome,unit
P020,A,101.598461237,5,outcome,unit
P020,A,100.308266734,6,outcome,unit
P020,B,103.716171332,1,outcome,unit
P020,B,101.967096986,2,outcome,unit
P020,B,102.831573166,3,outcome,unit
P020,B,103.416115315,4,outcome,unit
P020,B,103.831631564,5,outcome,unit
P020,B,103.673754163,6,outcome,unit
P021,A,100.851975111,1,outcome,unit
P021,A,98.6971701256,2,outcome,unit
P021,A,100.37554738,3,outcome,unit
P021,A,97.2222541189,4,outcome,unit
P021,A,98.7878251592,5,outcome,unit
P021,A,98.3765904475,6,outcome,unit
P021,B,101.707543014,1,outcome,unit
P021,B,101.142829589,2,outcome,unit
P021,B,100.736284494,3,outcome,unit
P021,B,102.061391728,4,outcome,unit
P021,B,102.953224225,5,outcome,unit
P021,B,100.456007968,6,outcome,unit
P022,A,98.7930084598,1,outcome,unit
P022,A,99.914256294,2,outcome,unit
P022,A,100.132617495,3,outcome,unit
P022,A,99.9568455972,4,outcome,unit
P022,A,98.6651125933,5,outcome,unit
P022,A,100.873182387,6,outcome,unit
P022,B,101.79322899,1,outcome,unit
P022,B,105.610156678,2,outcome,unit
P022,B,99.4378301249,3,outcome,unit
P022,B,101.46876854,4,outcome,unit
P022,B,101.949279417,5,outcome,unit
P022,B,100.217629782,6,outcome,unit
P023,A,99.2153376859,1,outcome,unit
P023,A,101.549487275,2,outcome,unit
P023,A,98.8147519172,3,outcome,unit
P023,A,99.0993890534,4,outcome,unit
P023,A,100.471120925,5,outcome,unit
P023,A,99.7488375193,6,outcome,unit
P023,B,99.4069356174,1,outcome,unit
P023,B,101.329807294,2,outcome,unit
P023,B,102.886124455,3,outcome,unit
P023,B,99.7477213469,4,outcome,unit
P023,B,100.311337703,5,outcome,unit
P023,B,99.8435058672,6,outcome,unit
P024,A,101.260377609,1,outcome,unit
P024,A,101.782014641,2,outcome,unit
P024,A,101.677553819,3,outcome,unit
P024,A,100.90965188,4,outcome,unit
P024,A,99.878105811,5,outcome,unit
P024,A,101.169319855,6,outcome,unit
P024,B,102.793688558,1,outcome,unit
P024,B,102.374981002,2,outcome,unit
P024,B,99.6983684604,3,outcome,unit
P024,B,102.376541145,4,outcome,unit
P024,B,103.276011033,5,outcome,unit
P024,B,102.598162855,6,outcome,unit
P025,A,102.632539153,1,outcome,unit
P025,A,103.540078089,2,outcome,unit
P025,A,102.314643044,3,outcome,unit
P025,A,101.666414902,4,outcome,unit
P025,A,100.610472239,5,outcome,unit
P025,A,102.807205726,6,outcome,unit
P025,B,105.725354079,1,outcome,unit
P025,B,104.329435364,2,outcome,unit
P025,B,101.83444705,3,outcome,unit
P025,B,108.419438598,4,outcome,unit
P025,B,106.289648987,5,outcome,unit
P025,B,103.420716079,6,outcome,unit
P026,A,102.129592828,1,outcome,unit
P026,A,102.731125449,2,outcome,unit
P026,A,101.279521171,3,outcome,unit
P026,A,102.375835993,4,outcome,unit
P026,A,102.192544446,5,outcome,unit
P026,A,101.640010442,6,outcome,unit
P026,B,102.324332841,1,outcome,unit
P026,B,102.835032424,2,outcome,unit
P026,B,102.052485426,3,outcome,unit
P026,B,101.992136197,4,outcome,unit
P026,B,104.52215019,5,outcome,unit
P026,B,103.804155873,6,outcome,unit
P027,A,99.2216209832,1,outcome,unit
P027,A,99.9155724206,2,outcome,unit
P027,A,100.537050557,3,outcome,unit
P027,A,101.441150458,4,outcome,unit
P027,A,98.4794551751,5,outcome,unit
P027,A,99.8227620667,6,outcome,unit
P027,B,99.5438208376,1,outcome,unit
P027,B,99.6170842608,2,outcome,unit
P027,B,101.458659204,3,outcome,unit
P027,B,98.3860919406,4,outcome,unit
P027,B,101.937822898,5,outcome,unit
P027,B,99.2033331114,6,outcome,unit
P028,A,103.034852508,1,outcome,unit
P028,A,102.545012482,2,outcome,unit
P028,A,103.060818231,3,outcome,unit
P028,A,103.054626973,4,outcome,unit
P028,A,103.510150697,5,outcome,unit
P028,A,102.952826814,6,outcome,unit
P028,B,104.988271239,1,outcome,unit
P028,B,103.901579874,2,outcome,unit
P028,B,104.71632694,3,outcome,unit
P028,B,104.563193757,4,outcome,unit
P028,B,103.781293791,5,outcome,unit
P028,B,106.226516123,6,outcome,unit
P029,A,100.07528905,1,outcome,unit
P029,A,100.898523454,2,outcome,unit
P029,A,102.816574222,3,outcome,unit
P029,A,100.313076163,4,outcome,unit
P029,A,99.9785838518,5,outcome,unit
P029,A,100.458413049,6,outcome,unit
P029,B,105.23553032,1,outcome,unit
P029,B,102.942764258,2,outcome,unit
P029,B,102.982927216,3,outcome,unit
P029,B,103.784450921,4,outcome,unit
P029,B,104.427659598,5,outcome,unit
P029,B,102.95344502,6,outcome,unit
P030,A,99.6588981412,1,outcome,unit
P030,A,101.215194246,2,outcome,unit
P030,A,100.013851963,3,outcome,unit
P030,A,99.441958417,4,outcome,unit
P030,A,100.056176301,5,outcome,unit
P030,A,100.1384299,6,outcome,unit
P030,B,102.169013766,1,outcome,unit
P030,B,101.774868242,2,outcome,unit
P030,B,101.85664467,3,outcome,unit
P030,B,103.074943577,4,outcome,unit
P030,B,102.151779862,5,outcome,unit
P030,B,100.720283285,6,outcome,unit
P031,A,100.517769004,1,outcome,unit
P031,A,100.116304931,2,outcome,unit
P031,A,101.976106585,3,outcome,unit
P031,A,103.61779039,4,outcome,unit
P031,A,101.333948909,5,outcome,unit
P031,A,101.58102233,6,outcome,unit
P031,B,103.067425508,1,outcome,unit
P031,B,103.601013856,2,outcome,unit
P031,B,104.58636727,3,outcome,unit
P031,B,102.048436462,4,outcome,unit
P031,B,105.075371026,5,outcome,unit
P031,B,102.193645175,6,outcome,unit
P032,A,96.5477123883,1,outcome,unit
P032,A,99.4385813169,2,outcome,unit
P032,A,100.262554901,3,outcome,unit
P032,A,100.136650886,4,outcome,unit
P032,A,99.9839963292,5,outcome,unit
P032,A,98.0946766662,6,outcome,unit
P032,B,99.3017032451,1,outcome,unit
P032,B,102.241614291,2,outcome,unit
P032,B,101.32789047,3,outcome,unit
P032,B,98.084793187,4,outcome,unit
P032,B,100.002509787,5,outcome,unit
P032,B,101.612647419,6,outcome,unit
P033,A,100.661060044,1,outcome,unit
P033,A,99.2759790026,2,outcome,unit
P033,A,99.8584600753,3,outcome,unit
P033,A,99.5019766623,4,outcome,unit
P033,A,101.549890116,5,outcome,unit
P033,A,99.0712284241,6,outcome,unit
P033,B,101.861216208,1,outcome,unit
P033,B,101.339693027,2,outcome,unit
P033,B,100.801884211,3,outcome,unit
P033,B,104.005507354,4,outcome,unit
P033,B,104.084549583,5,outcome,unit
P033,B,105.439564211,6,outcome,unit
P034,A,99.0447787953,1,outcome,unit
P034,A,98.7849001304,2,outcome,unit
P034,A,99.8773846199,3,outcome,unit
P034,A,98.0265917752,4,outcome,unit
P034,A,98.7363155072,5,outcome,unit
P034,A,98.7226446869,6,outcome,unit
P034,B,97.6452000167,1,outcome,unit
P034,B,99.7396149385,2,outcome,unit
P034,B,101.35069988,3,outcome,unit
P034,B,100.342013308,4,outcome,unit
P034,B,102.220140661,5,outcome,unit
P034,B,100.320238868,6,outcome,unit
P035,A,101.4043141,1,outcome,unit
P035,A,102.397530882,2,outcome,unit
P035,A,103.745210518,3,outcome,unit
P035,A,102.094765978,4,outcome,unit
P035,A,102.247947481,5,outcome,unit
P035,A,101.41910625,6,outcome,unit
P035,B,103.231762089,1,outcome,unit
P035,B,103.956892055,2,outcome,unit
P035,B,102.4293991,3,outcome,unit
P035,B,103.489506738,4,outcome,unit
P035,B,105.032444358,5,outcome,unit
P035,B,103.440510814,6,outcome,unit
P036,A,98.1595253807,1,outcome,unit
P036,A,102.177698495,2,outcome,unit
P036,A,98.3465703539,3,outcome,unit
P036,A,100.818614947,4,outcome,unit
P036,A,98.196108766,5,outcome,unit
P036,A,96.868152806,6,outcome,unit
P036,B,100.955888329,1,outcome,unit
P036,B,98.2675241151,2,outcome,unit
P036,B,101.020018299,3,outcome,unit
P036,B,97.3930099016,4,outcome,unit
P036,B,100.646035407,5,outcome,unit
P036,B,101.439518794,6,outcome,unit
P037,A,98.0728056637,1,outcome,unit
P037,A,98.8777370131,2,outcome,unit
P037,A,99.1660473115,3,outcome,unit
P037,A,97.7257616511,4,outcome,unit
P037,A,99.004099171,5,outcome,unit
P037,A,97.9378710674,6,outcome,unit
P037,B,99.2872096494,1,outcome,unit
P037,B,99.4820039172,2,outcome,unit
P037,B,100.064785606,3,outcome,unit
P037,B,100.33781853,4,outcome,unit
P037,B,99.1693754702,5,outcome,unit
P037,B,99.761226385,6,outcome,unit
P038,A,100.649531363,1,outcome,unit
P038,A,101.930462522,2,outcome,unit
P038,A,101.402431163,3,outcome,unit
P038,A,102.330653446,4,outcome,unit
P038,A,101.166566965,5,outcome,unit
P038,A,102.420459503,6,outcome,unit
P038,B,102.112326323,1,outcome,unit
P038,B,103.943790884,2,outcome,unit
P038,B,102.827998289,3,outcome,unit
P038,B,104.057203754,4,outcome,unit
P038,B,102.667811857,5,outcome,unit
P038,B,103.228295121,6,outcome,unit
P039,A,98.7222831169,1,outcome,unit
P039,A,99.8943099242,2,outcome,unit
P039,A,98.6970616881,3,outcome,unit
P039,A,99.685919875,4,outcome,unit
P039,A,96.1432308021,5,outcome,unit
P039,A,99.5457798305,6,outcome,unit
P039,B,101.967069503,1,outcome,unit
P039,B,100.837955392,2,outcome,unit
P039,B,99.4031026326,3,outcome,unit
P039,B,99.7874215073,4,outcome,unit
P039,B,101.136318443,5,outcome,unit
P039,B,99.8236475504,6,outcome,unit
P040,A,100.869865357,1,outcome,unit
P040,A,99.9926408604,2,outcome,unit
P040,A,100.196766653,3,outcome,unit
P040,A,100.183072784,4,outcome,unit
P040,A,101.325169432,5,outcome,unit
P040,A,98.5818468395,6,outcome,unit
P040,B,102.330580973,1,outcome,unit
P040,B,102.243236772,2,outcome,unit
P040,B,102.581662336,3,outcome,unit
P040,B,101.458580719,4,outcome,unit
P040,B,102.159744582,5,outcome,unit
P040,B,102.324840963,6,outcome,unit
P041,A,100.62717968,1,outcome,unit
P041,A,99.8288462062,2,outcome,unit
P041,A,102.717675026,3,outcome,unit
P041,A,99.9456373852,4,outcome,unit
P041,A,100.487835413,5,outcome,unit
P041,A,100.498690477,6,outcome,unit
P041,B,100.926031571,1,outcome,unit
P041,B,101.658366931,2,outcome,unit
P041,B,102.138525228,3,outcome,unit
P041,B,100.350926083,4,outcome,unit
P041,B,99.393030116,5,outcome,unit
P041,B,103.936885094,6,outcome,unit
P042,A,102.685123856,1,outcome,unit
P042,A,101.738222706,2,outcome,unit
P042,A,99.7630811587,3,outcome,unit
P042,A,99.6514729843,4,outcome,unit
P042,A,101.451753827,5,outcome,unit
P042,A,100.450581946,6,outcome,unit
P042,B,103.871592928,1,outcome,unit
P042,B,102.996963306,2,outcome,unit
P042,B,103.013551848,3,outcome,unit
P042,B,101.110873184,4,outcome,unit
P042,B,100.936014499,5,outcome,unit
P042,B,102.91670579,6,outcome,unit
P043,A,100.867325756,1,outcome,unit
P043,A,99.3473567885,2,outcome,unit
P043,A,99.21928436,3,outcome,unit
P043,A,101.022519985,4,outcome,unit
P043,A,100.961419753,5,outcome,unit
P043,A,99.4052884636,6,outcome,unit
P043,B,101.360274218,1,outcome,unit
P043,B,101.852873133,2,outcome,unit
P043,B,102.363551114,3,outcome,unit
P043,B,102.786691315,4,outcome,unit
P043,B,100.376553598,5,outcome,unit
P043,B,99.8687330341,6,outcome,unit
P044,A,103.755070765,1,outcome,unit
P044,A,103.677210556,2,outcome,unit
P044,A,102.000141914,3,outcome,unit
P044,A,103.832293912,4,outcome,unit
P044,A,102.487692069,5,outcome,unit
P044,A,103.406486221,6,outcome,unit
P044,B,103.699307088,1,outcome,unit
P044,B,105.440785797,2,outcome,unit
P044,B,103.774207699,3,outcome,unit
P044,B,104.602841574,4,outcome,unit
P044,B,105.799018227,5,outcome,unit
P044,B,105.752197169,6,outcome,unit
P045,A,98.6420888863,1,outcome,unit
P045,A,99.6677003111,2,outcome,unit
P045,A,98.7096382584,3,outcome,unit
P045,A,100.873441941,4,outcome,unit
P045,A,99.0915200697,5,outcome,unit
P045,A,97.9922318019,6,outcome,unit
P045,B,101.506900682,1,outcome,unit
P045,B,103.026398002,2,outcome,unit
P045,B,99.169928766,3,outcome,unit
P045,B,100.349046174,4,outcome,unit
P045,B,100.428279542,5,outcome,unit
P045,B,102.06063799,6,outcome,unit
P046,A,99.899290433,1,outcome,unit
P046,A,100.515402047,2,outcome,unit
P046,A,100.115632344,3,outcome,unit
P046,A,99.1293517544,4,outcome,unit
P046,A,100.596861377,5,outcome,unit
P046,A,99.0469161482,6,outcome,unit
P046,B,102.255412581,1,outcome,unit
P046,B,100.784116969,2,outcome,unit
P046,B,102.730683243,3,outcome,unit
P046,B,101.79883885,4,outcome,unit
P046,B,102.631046067,5,outcome,unit
P046,B,102.235407157,6,outcome,unit
P047,A,100.94045686,1,outcome,unit
P047,A,104.19698583,2,outcome,unit
P047,A,102.787924748,3,outcome,unit
P047,A,101.860760399,4,outcome,unit
P047,A,101.123141759,5,outcome,unit
P047,A,101.22990474,6,outcome,unit
P047,B,102.689389154,1,outcome,unit
P047,B,105.119727369,2,outcome,unit
P047,B,104.146502635,3,outcome,unit
P047,B,103.590483856,4,outcome,unit
P047,B,104.302982343,5,outcome,unit
P047,B,101.821194795,6,outcome,unit
P048,A,98.5236091989,1,outcome,unit
P048,A,98.7734773134,2,outcome,unit
P048,A,97.9496171647,3,outcome,unit
P048,A,98.2651483404,4,outcome,unit
P048,A,99.0116666032,5,outcome,unit
P048,A,98.055705483,6,outcome,unit
P048,B,99.6218287551,1,outcome,unit
P048,B,100.069399094,2,outcome,unit
P048,B,101.950665239,3,outcome,unit
P048,B,101.060943798,4,outcome,unit
P048,B,99.5083171946,5,outcome,unit
P048,B,100.975985028,6,outcome,unit
